item_id,category_id
1207,988.0
1209,469.0
1211,1593.0
1212,1221.0
1213,984.0
1214,844.0
1217,558.0
1220,1237.0
1221,421.0
1224,1393.0
1227,1205.0
1228,984.0
1230,1250.0
1232,819.0
1233,
1234,1535.0
1235,452.0
1236,
1238,
1246,191.0
1249,48.0
1251,
1255,969.0
1257,1230.0
1260,799.0
1261,390.0
1262,242.0
1263,209.0
1265,421.0
1267,1645.0
1268,637.0
1271,1680.0
1278,493.0
1279,771.0
1283,360.0
1297,1205.0
1298,562.0
1300,
1302,1567.0
1303,769.0
1304,
1305,619.0
1309,523.0
1310,531.0
1312,1338.0
1313,1510.0
1315,
1322,1611.0
1323,196.0
1324,
1325,1163.0
1326,586.0
1328,1301.0
1329,
1332,842.0
1333,
1334,163.0
1339,
1340,
1342,126.0
1343,
1344,1002.0
1345,333.0
1347,387.0
1349,278.0
1352,1474.0
1353,1191.0
1359,
1360,1253.0
1370,421.0
1371,1663.0
1374,816.0
1376,
1377,1558.0
1378,429.0
1380,1680.0
1382,437.0
1384,217.0
1392,1393.0
1394,1117.0
1398,1203.0
1400,691.0
1412,
1415,911.0
1416,598.0
1417,
1422,
1423,987.0
1432,
1437,
1440,1114.0
1443,72.0
1447,5.0
1449,342.0
1453,730.0
1454,523.0
1455,665.0
1459,1250.0
1469,959.0
1470,65.0
1472,
1473,1026.0
1475,1244.0
1483,1011.0
1489,494.0
1491,421.0
1493,1616.0
1494,1665.0
1495,160.0
1496,1529.0
1508,227.0
1509,
1510,1493.0
1516,1431.0
1517,1250.0
1518,1076.0
1519,769.0
1520,686.0
1527,316.0
1530,292.0
1531,799.0
1536,438.0
1538,1491.0
1541,
1543,333.0
1545,324.0
1546,282.0
1547,
1550,999.0
1551,1279.0
1553,
1560,1076.0
1561,
1562,1529.0
1565,683.0
1566,1087.0
1568,531.0
1571,
1572,637.0
1575,
1584,
1586,324.0
1590,633.0
1602,1680.0
1605,1589.0
1606,195.0
1614,242.0
1616,927.0
1619,959.0
1622,680.0
1623,806.0
1625,683.0
1628,286.0
1631,1135.0
1632,999.0
1633,1007.0
1634,1634.0
1636,739.0
1640,
1641,969.0
1644,396.0
1646,959.0
1653,208.0
1654,769.0
1657,1221.0
1659,1328.0
1661,1301.0
1664,295.0
1668,577.0
1669,1244.0
1673,1404.0
1675,142.0
1676,436.0
1677,707.0
1681,558.0
1682,1135.0
1684,209.0
1688,730.0
1689,1233.0
1692,360.0
1694,
1696,1387.0
1697,730.0
1698,1279.0
1699,530.0
1707,844.0
1709,77.0
1710,1246.0
1713,806.0
1724,844.0
1728,242.0
1732,
1734,1384.0
1736,741.0
1737,718.0
1738,126.0
1740,1317.0
1745,421.0
1746,
1749,1387.0
1750,1477.0
1751,392.0
1752,656.0
1757,769.0
1761,1387.0
1762,1607.0
1766,1051.0
1768,282.0
1773,844.0
1776,126.0
1777,769.0
1779,1051.0
1786,
1788,619.0
1789,
1793,176.0
1795,123.0
1799,1018.0
1806,686.0
1807,1231.0
1812,
1816,1434.0
1817,
1821,
1822,
1825,1248.0
1829,342.0
1841,1171.0
1842,342.0
1844,
1845,1221.0
1846,1338.0
1848,1483.0
1851,160.0
1852,927.0
1857,196.0
1861,1404.0
1863,158.0
1867,
1868,227.0
1870,
1873,
1874,1574.0
1879,633.0
1880,484.0
1882,259.0
1885,1650.0
1886,350.0
1887,
1891,1375.0
1892,528.0
1894,279.0
1895,1051.0
1896,1233.0
1899,421.0
1901,507.0
1902,126.0
1907,1646.0
1908,1280.0
1909,769.0
1910,196.0
1913,
1915,1221.0
1918,816.0
1920,65.0
1924,704.0
1931,361.0
1934,936.0
1936,1680.0
1941,84.0
1945,84.0
1947,1611.0
1949,1542.0
1952,1441.0
1954,
1956,1388.0
1957,0.0
1959,1506.0
1963,1051.0
1967,64.0
1971,1395.0
1972,1061.0
1974,
1976,
1977,1248.0
1978,1279.0
1981,124.0
1983,84.0
1984,175.0
1985,248.0
1986,449.0
1987,1468.0
1994,1435.0
1998,320.0
1999,1679.0
2002,1483.0
2004,1343.0
2006,558.0
2008,
2011,421.0
2018,1447.0
2019,
2020,1403.0
2021,1172.0
2029,195.0
2032,976.0
2035,484.0
2036,1250.0
2043,3.0
2044,
2046,828.0
2050,1421.0
2052,730.0
2055,1317.0
2056,828.0
2057,1051.0
2058,
2060,130.0
2064,1415.0
2066,
2069,
2070,
2072,1393.0
2074,1029.0
2076,1073.0
2077,508.0
2078,
2079,
2082,1051.0
2086,782.0
2087,851.0
2090,
2095,1301.0
2097,342.0
2099,1135.0
2103,
2104,
2105,1605.0
2106,1395.0
2109,1135.0
2110,1051.0
2113,1663.0
2114,1408.0
2115,1091.0
2118,
2119,
2129,610.0
2132,342.0
2135,47.0
2138,746.0
2139,1404.0
2142,1135.0
2143,1051.0
2144,1462.0
2145,1388.0
2146,1026.0
2151,914.0
2155,
2156,209.0
2165,801.0
2166,424.0
2175,1085.0
2177,1231.0
2182,1051.0
2189,1261.0
2202,
2204,1173.0
2205,1560.0
2206,1325.0
2208,1002.0
2212,769.0
2214,525.0
2224,
2225,
2226,
2227,828.0
2234,914.0
2235,1511.0
2239,924.0
2244,
2245,746.0
2252,1090.0
2253,926.0
2255,1196.0
2256,176.0
2257,
2263,292.0
2266,730.0
2270,1529.0
2275,1317.0
2276,628.0
2279,1.0
2283,730.0
2285,858.0
2286,589.0
2288,333.0
2294,1172.0
2295,1348.0
2300,
2301,251.0
2304,1221.0
2305,1196.0
2307,422.0
2308,
2309,
2313,491.0
2314,268.0
2317,
2319,1188.0
2322,1317.0
2325,619.0
2327,65.0
2329,1477.0
2331,847.0
2332,958.0
2334,730.0
2338,1014.0
2342,1248.0
2348,342.0
2352,390.0
2354,1373.0
2357,1144.0
2358,
2360,84.0
2364,1241.0
2367,730.0
2368,
2369,619.0
2370,741.0
2371,1339.0
2373,1421.0
2374,282.0
2376,1578.0
2381,769.0
2382,
2386,1663.0
2387,209.0
2388,1076.0
2392,1301.0
2394,937.0
2396,274.0
2397,1503.0
2398,610.0
2401,746.0
2405,1191.0
2407,844.0
2410,646.0
2415,1445.0
2416,606.0
2421,1248.0
2422,227.0
2424,1404.0
2427,
2428,1589.0
2432,1578.0
2433,209.0
2434,828.0
2435,209.0
2436,598.0
2440,936.0
2444,1317.0
2447,
2448,1196.0
2453,196.0
2454,
2455,589.0
2463,972.0
2465,1250.0
2469,858.0
2471,730.0
2474,1395.0
2491,350.0
2493,1147.0
2494,683.0
2496,1418.0
2502,133.0
2504,1186.0
2505,29.0
2509,1680.0
2512,269.0
2519,558.0
2520,589.0
2521,1282.0
2523,612.0
2524,1404.0
2526,374.0
2527,209.0
2532,130.0
2535,
2542,1163.0
2543,173.0
2544,
2545,844.0
2546,1634.0
2548,782.0
2555,84.0
2556,
2557,
2558,1620.0
2559,1343.0
2564,
2567,807.0
2571,324.0
2574,
2575,
2578,315.0
2579,1135.0
2581,561.0
2582,1173.0
2584,1483.0
2586,1477.0
2587,1421.0
2589,686.0
2590,1114.0
2591,242.0
2592,324.0
2594,131.0
2595,769.0
2602,1567.0
2603,
2607,
2610,256.0
2616,1650.0
2633,1049.0
2634,491.0
2635,333.0
2640,1343.0
2641,1626.0
2642,1378.0
2646,1454.0
2651,5.0
2652,
2653,739.0
2657,959.0
2660,429.0
2661,84.0
2665,269.0
2669,782.0
2670,606.0
2671,1659.0
2677,
2680,816.0
2685,1375.0
2687,1051.0
2688,1279.0
2690,606.0
2692,618.0
2694,342.0
2696,1343.0
2698,209.0
2699,249.0
2700,1680.0
2703,1542.0
2708,1464.0
2709,342.0
2710,671.0
2711,411.0
2714,330.0
2715,937.0
2716,1680.0
2717,390.0
2718,48.0
2719,1344.0
2721,
2722,
2724,
2729,1680.0
2730,
2731,769.0
2733,1051.0
2738,449.0
2743,
2744,
2746,
2748,491.0
2750,1483.0
2753,126.0
2756,678.0
2759,1421.0
2763,
2765,1011.0
2769,844.0
2771,575.0
2775,1221.0
2776,984.0
2778,
2783,1388.0
2784,610.0
2785,646.0
2790,1084.0
2791,1244.0
2795,
2799,967.0
2804,1285.0
2809,1493.0
2810,844.0
2812,703.0
2813,1172.0
2817,1087.0
2818,72.0
2820,1483.0
2821,48.0
2823,256.0
2824,1244.0
2825,84.0
2826,828.0
2828,1135.0
2829,
2831,1078.0
2832,1244.0
2833,1085.0
2836,683.0
2837,1694.0
2838,1578.0
2846,739.0
2847,
2849,1578.0
2856,
2857,
2859,633.0
2861,1343.0
2863,342.0
2864,1421.0
2867,967.0
2872,1250.0
2873,1179.0
2875,686.0
2879,
2890,1483.0
2893,
2897,342.0
2913,769.0
2917,799.0
2918,545.0
2920,936.0
2921,509.0
2924,691.0
2928,316.0
2936,242.0
2938,1362.0
2939,411.0
2942,1493.0
2945,1173.0
2946,545.0
2948,606.0
2950,1011.0
2953,56.0
2954,
2956,1483.0
2958,360.0
2959,414.0
2961,739.0
2962,575.0
2964,3.0
2966,1221.0
2970,342.0
2971,730.0
2974,958.0
2975,429.0
2978,342.0
2980,
2989,1250.0
2991,1135.0
2992,1047.0
2994,261.0
2995,
2998,1646.0
3000,72.0
3004,1205.0
3005,924.0
3006,
3014,
3016,996.0
3017,
3020,497.0
3022,936.0
3024,1549.0
3026,1098.0
3030,342.0
3031,958.0
3042,1051.0
3044,1250.0
3046,1020.0
3049,421.0
3050,
3051,1573.0
3053,1070.0
3058,
3066,50.0
3069,
3070,173.0
3071,1558.0
3080,459.0
3083,
3089,1173.0
3093,769.0
3097,1250.0
3098,1338.0
3099,937.0
3104,927.0
3109,730.0
3110,
3112,1047.0
3115,1040.0
3119,84.0
3120,
3121,619.0
3122,1609.0
3125,1233.0
3128,
3129,1192.0
3130,799.0
3131,248.0
3132,
3135,
3136,959.0
3139,1483.0
3140,806.0
3146,434.0
3152,1159.0
3155,1578.0
3158,374.0
3160,806.0
3164,959.0
3169,1098.0
3178,
3179,34.0
3183,1246.0
3186,1589.0
3187,610.0
3188,618.0
3189,589.0
3203,739.0
3209,184.0
3213,1172.0
3215,1070.0
3216,984.0
3220,
3222,1051.0
3223,333.0
3225,806.0
3226,1103.0
3227,57.0
3229,1.0
3232,342.0
3236,1301.0
3241,1070.0
3244,628.0
3246,
3250,1301.0
3254,828.0
3257,219.0
3260,565.0
3262,1286.0
3263,66.0
3264,996.0
3269,242.0
3270,1124.0
3274,1233.0
3279,1135.0
3280,1233.0
3282,730.0
3283,390.0
3284,589.0
3289,1421.0
3296,1.0
3298,1231.0
3299,891.0
3302,
3304,
3305,1445.0
3308,1409.0
3313,891.0
3315,947.0
3320,53.0
3329,1051.0
3331,
3340,508.0
3342,120.0
3344,1503.0
3347,
3351,1542.0
3355,683.0
3356,352.0
3357,1322.0
3364,1338.0
3366,342.0
3374,
3376,1051.0
3378,769.0
3379,936.0
3381,1421.0
3382,1388.0
3383,928.0
3386,1400.0
3388,
3393,
3396,
3397,769.0
3399,876.0
3404,
3405,535.0
3406,1607.0
3410,464.0
3411,1607.0
3412,1040.0
3413,1248.0
3414,196.0
3415,242.0
3417,997.0
3418,126.0
3419,769.0
3421,730.0
3424,330.0
3427,499.0
3434,65.0
3439,977.0
3440,1464.0
3441,828.0
3442,173.0
3443,646.0
3445,352.0
3446,
3450,1098.0
3451,1240.0
3453,1221.0
3456,
3460,589.0
3462,1253.0
3464,1565.0
3465,1117.0
3468,
3472,1301.0
3474,79.0
3476,1078.0
3482,1070.0
3483,65.0
3488,1210.0
3491,844.0
3494,1172.0
3496,
3497,
3499,342.0
3500,330.0
3503,769.0
3506,1051.0
3508,769.0
3510,1.0
3512,342.0
3515,619.0
3518,
3519,997.0
3522,1244.0
3523,1240.0
3525,
3527,1578.0
3530,686.0
3533,459.0
3535,
3539,1679.0
3543,
3548,342.0
3550,1073.0
3552,572.0
3554,
3555,1376.0
3556,1483.0
3558,
3559,1059.0
3562,1073.0
3563,1253.0
3566,1421.0
3574,1441.0
3576,1070.0
3582,295.0
3583,434.0
3584,1233.0
3585,
3587,1179.0
3588,1530.0
3589,1051.0
3592,1261.0
3593,1542.0
3595,1533.0
3596,1051.0
3597,
3599,
3602,
3603,195.0
3604,1051.0
3606,1250.0
3607,328.0
3608,
3609,769.0
3611,508.0
3614,1051.0
3615,70.0
3620,
3621,799.0
3627,1.0
3628,1375.0
3629,936.0
3634,342.0
3637,531.0
3643,
3644,730.0
3645,1625.0
3646,1611.0
3650,1172.0
3651,396.0
3653,1070.0
3655,
3656,617.0
3664,730.0
3675,1279.0
3681,1483.0
3684,
3686,1421.0
3687,1171.0
3688,839.0
3690,411.0
3691,1007.0
3692,1250.0
3694,523.0
3701,844.0
3706,342.0
3707,959.0
3709,436.0
3710,1574.0
3712,195.0
3715,343.0
3716,282.0
3718,619.0
3721,
3725,243.0
3726,1578.0
3727,1221.0
3728,512.0
3733,876.0
3734,606.0
3740,1188.0
3742,1244.0
3744,337.0
3746,330.0
3752,342.0
3754,806.0
3756,1244.0
3757,1173.0
3759,333.0
3764,1659.0
3768,959.0
3771,1.0
3773,267.0
3779,769.0
3780,959.0
3786,196.0
3788,1248.0
3789,
3798,392.0
3799,84.0
3800,1578.0
3811,1219.0
3812,1205.0
3814,618.0
3821,34.0
3823,
3825,1172.0
3826,343.0
3844,1048.0
3847,1680.0
3848,1421.0
3851,575.0
3852,
3854,
3856,1002.0
3857,1477.0
3858,5.0
3859,1061.0
3860,572.0
3862,342.0
3865,1680.0
3868,1483.0
3872,646.0
3880,730.0
3881,126.0
3882,1694.0
3892,
3894,1221.0
3895,173.0
3902,381.0
3903,
3905,598.0
3906,746.0
3908,1483.0
3911,806.0
3914,959.0
3916,523.0
3918,1542.0
3921,739.0
3923,646.0
3927,256.0
3931,646.0
3939,248.0
3941,599.0
3943,769.0
3946,575.0
3949,
3951,
3953,1135.0
3958,860.0
3961,833.0
3962,808.0
3972,769.0
3975,1255.0
3976,1006.0
3982,1172.0
3987,1246.0
3989,895.0
3990,1221.0
4001,959.0
4006,1196.0
4010,1650.0
4013,389.0
4015,914.0
4016,769.0
4018,1338.0
4020,1421.0
4021,1404.0
4026,996.0
4028,549.0
4033,
4037,769.0
4038,1240.0
4039,628.0
4040,1607.0
4042,1247.0
4043,1070.0
4044,1069.0
4045,
4047,1078.0
4049,317.0
4052,299.0
4055,1441.0
4059,
4060,769.0
4061,65.0
4064,1280.0
4067,1273.0
4069,126.0
4071,1605.0
4073,730.0
4074,1374.0
4077,1221.0
4079,1404.0
4081,1393.0
4083,1378.0
4087,29.0
4090,227.0
4094,
4098,1255.0
4102,
4104,1680.0
4105,
4107,65.0
4112,
4115,1471.0
4117,1542.0
4118,769.0
4120,414.0
4128,1114.0
4130,126.0
4131,242.0
4132,1049.0
4134,1639.0
4137,333.0
4143,1301.0
4145,1432.0
4148,1192.0
4157,459.0
4162,429.0
4164,1091.0
4170,1172.0
4173,617.0
4175,1408.0
4176,525.0
4178,451.0
4188,1179.0
4190,1694.0
4196,1061.0
4198,1135.0
4206,737.0
4208,
4211,
4212,342.0
4213,
4215,228.0
4217,769.0
4218,
4229,1474.0
4237,1298.0
4240,1555.0
4241,
4246,84.0
4247,619.0
4248,1378.0
4250,799.0
4251,
4253,
4254,360.0
4258,1378.0
4259,671.0
4262,491.0
4266,1342.0
4267,1119.0
4273,1172.0
4274,352.0
4277,774.0
4280,327.0
4281,558.0
4283,208.0
4284,56.0
4285,
4286,1697.0
4287,282.0
4288,84.0
4289,978.0
4294,926.0
4296,1221.0
4300,
4302,256.0
4303,904.0
4304,491.0
4305,160.0
4310,1483.0
4311,683.0
4312,1098.0
4314,360.0
4319,
4322,
4324,1054.0
4325,1318.0
4328,
4329,122.0
4330,1603.0
4332,575.0
4335,491.0
4336,267.0
4340,1301.0
4347,936.0
4350,
4358,1240.0
4359,1221.0
4360,242.0
4361,769.0
4363,1617.0
4364,1135.0
4367,1051.0
4370,130.0
4372,1002.0
4373,1542.0
4375,1617.0
4376,
4377,683.0
4378,1445.0
4379,158.0
4381,959.0
4382,333.0
4385,
4386,1135.0
4387,
4388,531.0
4390,618.0
4392,558.0
4393,1429.0
4396,479.0
4401,976.0
4403,
4408,973.0
4409,1029.0
4413,
4417,782.0
4420,1221.0
4422,844.0
4425,1567.0
4427,1217.0
4430,1114.0
4432,434.0
4433,373.0
4437,5.0
4442,1529.0
4446,619.0
4447,
4451,471.0
4452,
4460,1619.0
4464,
4468,160.0
4471,746.0
4476,
4477,
4478,
4482,959.0
4489,
4491,523.0
4493,84.0
4498,1593.0
4507,1312.0
4509,646.0
4511,730.0
4516,628.0
4518,1404.0
4523,
4525,1007.0
4527,509.0
4531,217.0
4537,531.0
4538,1500.0
4545,256.0
4547,744.0
4550,1073.0
4551,1248.0
4552,337.0
4553,263.0
4558,438.0
4560,1421.0
4561,684.0
4563,48.0
4564,1483.0
4567,936.0
4572,1221.0
4574,1279.0
4575,
4576,1404.0
4580,406.0
4593,421.0
4596,683.0
4597,1362.0
4598,
4599,914.0
4606,959.0
4607,1510.0
4609,
4610,1483.0
4611,739.0
4613,282.0
4616,64.0
4617,
4625,958.0
4626,1447.0
4628,227.0
4630,499.0
4636,610.0
4637,
4641,637.0
4643,1584.0
4644,491.0
4647,730.0
4651,1339.0
4655,429.0
4657,330.0
4658,746.0
4659,936.0
4660,64.0
4662,1196.0
4663,342.0
4672,1421.0
4680,1264.0
4682,744.0
4688,1255.0
4689,1360.0
4690,769.0
4692,
4695,1173.0
4696,937.0
4697,1282.0
4698,1500.0
4699,1421.0
4700,
4703,227.0
4709,333.0
4712,691.0
4713,769.0
4714,217.0
4718,1483.0
4720,405.0
4724,725.0
4727,
4731,801.0
4733,
4740,1529.0
4742,959.0
4743,1533.0
4749,1135.0
4753,1114.0
4756,1059.0
4763,
4767,589.0
4769,1247.0
4770,646.0
4774,1417.0
4775,799.0
4776,1483.0
4784,1483.0
4786,1333.0
4793,491.0
4798,1219.0
4800,1580.0
4801,
4802,84.0
4804,1530.0
4806,242.0
4807,999.0
4812,1002.0
4813,1301.0
4816,1390.0
4817,1163.0
4824,1.0
4828,196.0
4832,
4836,1221.0
4841,707.0
4842,84.0
4849,1135.0
4850,51.0
4851,
4852,1085.0
4854,624.0
4858,1533.0
4860,1051.0
4865,646.0
4867,
4879,707.0
4880,41.0
4881,1173.0
4885,1567.0
4887,610.0
4889,
4890,531.0
4892,967.0
4898,1385.0
4899,
4901,624.0
4903,1493.0
4908,1265.0
4909,730.0
4912,
4915,
4916,1148.0
4920,1282.0
4925,1250.0
4928,1374.0
4932,
4933,373.0
4935,686.0
4938,1117.0
4939,69.0
4940,
4942,491.0
4948,1301.0
4949,685.0
4950,1026.0
4955,1196.0
4956,
4959,928.0
4960,1344.0
4964,
4965,
4966,1173.0
4967,
4968,523.0
4972,969.0
4975,765.0
4976,1179.0
4979,1070.0
4982,77.0
4988,1680.0
4989,1135.0
4991,656.0
4999,706.0
5007,967.0
5017,1244.0
5021,1029.0
5024,
5030,427.0
5031,1061.0
5032,64.0
5035,
5036,646.0
5037,1248.0
5041,683.0
5043,1305.0
5046,
5048,1493.0
5049,
5051,1675.0
5053,
5057,618.0
5061,1205.0
5068,686.0
5070,706.0
5071,691.0
5073,1163.0
5074,1121.0
5077,1680.0
5080,
5082,937.0
5087,1111.0
5089,967.0
5096,1244.0
5099,269.0
5108,1298.0
5111,196.0
5120,984.0
5126,686.0
5129,342.0
5131,46.0
5137,833.0
5138,
5139,730.0
5141,342.0
5142,1173.0
5143,844.0
5147,1511.0
5148,
5151,461.0
5152,730.0
5154,
5156,610.0
5158,237.0
5166,196.0
5168,282.0
5169,
5174,162.0
5175,1619.0
5178,1244.0
5181,342.0
5185,730.0
5187,
5188,
5189,327.0
5190,48.0
5191,1117.0
5197,
5201,1073.0
5206,381.0
5207,828.0
5210,1388.0
5211,
5212,242.0
5225,438.0
5226,1051.0
5227,1483.0
5228,
5230,1069.0
5232,227.0
5235,999.0
5237,1177.0
5239,1051.0
5245,1051.0
5248,126.0
5250,883.0
5254,1483.0
5260,56.0
5263,691.0
5264,1282.0
5265,942.0
5269,342.0
5270,151.0
5272,387.0
5274,922.0
5277,242.0
5281,1359.0
5282,1680.0
5283,914.0
5284,
5285,84.0
5289,195.0
5290,1135.0
5291,1480.0
5295,1483.0
5297,1114.0
5298,936.0
5301,1078.0
5303,1076.0
5305,491.0
5307,1121.0
5309,1376.0
5311,242.0
5313,1051.0
5315,337.0
5318,1338.0
5319,1407.0
5323,1051.0
5324,69.0
5328,1171.0
5332,1493.0
5333,491.0
5335,586.0
5338,1567.0
5339,707.0
5344,330.0
5347,
5350,228.0
5351,1026.0
5353,
5355,1163.0
5356,691.0
5367,449.0
5371,1060.0
5372,227.0
5379,1073.0
5380,319.0
5382,799.0
5383,1523.0
5384,239.0
5386,1035.0
5388,1172.0
5389,159.0
5394,1680.0
5396,1574.0
5397,
5400,1263.0
5404,1119.0
5407,845.0
5410,320.0
5411,789.0
5418,
5423,209.0
5427,624.0
5433,124.0
5434,1173.0
5439,1080.0
5440,196.0
5441,386.0
5443,
5446,1493.0
5454,84.0
5456,1192.0
5458,
5465,1177.0
5466,1020.0
5470,683.0
5471,839.0
5473,471.0
5474,1026.0
5476,1179.0
5481,618.0
5482,911.0
5484,1085.0
5488,606.0
5492,479.0
5494,1434.0
5497,1578.0
5500,1385.0
5501,
5502,1172.0
5504,1070.0
5510,1403.0
5512,1320.0
5514,386.0
5518,1503.0
5520,1051.0
5521,
5522,
5526,374.0
5527,928.0
5528,
5531,360.0
5532,1117.0
5533,
5534,
5538,1106.0
5539,1172.0
5543,1070.0
5544,769.0
5546,
5550,799.0
5553,769.0
5554,
5555,48.0
5563,1645.0
5569,1584.0
5570,828.0
5574,342.0
5577,173.0
5578,1680.0
5580,50.0
5587,1244.0
5590,229.0
5594,822.0
5595,1535.0
5600,1192.0
5603,421.0
5604,1163.0
5605,
5607,1219.0
5611,
5613,1279.0
5617,1247.0
5618,352.0
5621,1007.0
5626,
5635,1675.0
5642,
5651,1535.0
5654,988.0
5656,209.0
5657,984.0
5658,1493.0
5661,1404.0
5664,822.0
5671,
5675,828.0
5677,1163.0
5679,1378.0
5682,396.0
5686,1493.0
5689,1247.0
5694,195.0
5697,1483.0
5704,
5705,1007.0
5709,342.0
5711,697.0
5717,928.0
5719,769.0
5721,979.0
5728,1388.0
5729,
5730,1221.0
5734,858.0
5735,729.0
5736,
5738,1254.0
5739,84.0
5741,1628.0
5744,
5747,
5750,1574.0
5754,1114.0
5756,
5757,
5758,683.0
5759,
